,INDEX,TARGET_FLAG,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,SEX,EDUCATION,JOB,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CAR_AGE,URBANICITY
1702,2133,1,0,27.0,1,9.0,27.0,37.85701021355617,27.0,43.833486378940925,45.402535657686215,42.19285120532003,41.798583792289534,45,45.011106780982075,44.5,4,45.352,44.678021787999306,45.0592932721102,0,44.91439743052646,3,6.0,45.01494146642021
1703,2136,0,0,45.0,0,5.0,45.0,45.84457933370977,43.55148658448151,43.833486378940925,44.2608,44.589652096342554,44.37430880476393,26,44.41663915483658,44.666666666666664,4,44.131749460043196,44.678021787999306,41.666666666666664,1,44.91439743052646,6,8.0,45.01494146642021
1704,2137,1,0,59.0,1,11.0,59.0,37.85701021355617,43.55148658448151,43.833486378940925,45.402535657686215,44.589652096342554,45.56938227394807,35,45.011106780982075,48.0,1,45.352,44.678021787999306,45.0592932721102,0,44.91439743052646,0,7.0,45.01494146642021
1705,2138,0,0,38.0,0,11.0,36.0,45.84457933370977,38.0,45.42930118512464,44.2608,42.19285120532003,41.798583792289534,18,45.011106780982075,47.333333333333336,9,45.33847850055127,44.678021787999306,45.0592932721102,0,44.91439743052646,0,1.0,45.01494146642021
1706,2139,0,0,44.0,2,13.0,44.0,45.84457933370977,43.55148658448151,45.42930118512464,45.402535657686215,43.20085836909871,41.318820224719104,17,44.41663915483658,45.5,1,44.131749460043196,44.678021787999306,45.0592932721102,0,44.91439743052646,0,10.0,43.91731575793889
1707,2140,0,0,49.0,0,5.0,49.0,45.84457933370977,49.0,43.833486378940925,45.402535657686215,43.20085836909871,44.37430880476393,59,44.41663915483658,40.8,11,45.352,44.678021787999306,49.0,3,44.91439743052646,5,1.0,45.01494146642021
1708,2141,0,1,40.0,3,17.0,40.0,45.84457933370977,40.0,45.42930118512464,45.402535657686215,43.20085836909871,41.798583792289534,66,45.011106780982075,41.8,10,44.94965034965035,44.678021787999306,45.0592932721102,0,44.91439743052646,1,1.0,43.91731575793889
1709,2142,0,0,46.0,0,12.0,46.0,45.84457933370977,43.55148658448151,43.833486378940925,45.402535657686215,44.589652096342554,45.56938227394807,44,45.011106780982075,41.25,4,44.94965034965035,45.063919259882255,46.0,2,43.903,0,4.0,45.01494146642021
1710,2143,0,1,39.0,2,0.0,43.79056603773585,37.85701021355617,39.0,43.833486378940925,44.2608,43.20085836909871,44.834633385335415,20,45.011106780982075,44.666666666666664,6,44.204010462074976,44.678021787999306,39.0,1,43.903,5,10.0,45.01494146642021
1711,2144,0,0,50.0,0,10.0,50.0,45.84457933370977,50.0,45.42930118512464,44.2608,47.32689987937274,48.25988023952096,56,45.011106780982075,52.0,1,44.131749460043196,44.678021787999306,50.0,3,44.91439743052646,2,14.0,45.01494146642021
1712,2145,1,0,46.0,0,11.0,46.0,45.84457933370977,43.55148658448151,43.833486378940925,44.2608,44.589652096342554,45.56938227394807,53,45.011106780982075,41.6,1,44.204010462074976,44.678021787999306,45.0592932721102,0,44.91439743052646,0,12.0,45.01494146642021
1713,2146,0,2,40.0,3,14.0,43.79056603773585,45.84457933370977,40.0,45.42930118512464,44.2608,44.589652096342554,45.56938227394807,33,45.011106780982075,48.666666666666664,6,44.94965034965035,44.678021787999306,45.0592932721102,0,44.91439743052646,0,15.0,43.91731575793889
1714,2147,1,1,37.0,4,16.0,37.0,45.84457933370977,37.0,45.42930118512464,44.2608,44.589652096342554,44.37430880476393,40,44.41663915483658,47.375,10,44.94965034965035,44.678021787999306,37.0,2,44.91439743052646,2,14.0,45.01494146642021
1715,2151,0,0,41.0,2,11.0,41.0,45.84457933370977,41.0,45.42930118512464,45.402535657686215,44.589652096342554,44.37430880476393,28,44.41663915483658,45.333333333333336,17,46.2707100591716,45.063919259882255,45.0592932721102,0,44.91439743052646,0,8.0,45.01494146642021
1716,2152,0,0,26.0,1,11.0,26.0,45.84457933370977,43.55148658448151,45.42930118512464,44.2608,44.589652096342554,41.318820224719104,17,45.011106780982075,43.375,1,44.94965034965035,44.678021787999306,45.0592932721102,0,44.91439743052646,0,4.0,45.01494146642021
1717,2153,0,0,43.0,0,14.0,43.0,45.84457933370977,43.55148658448151,43.833486378940925,45.402535657686215,43.20085836909871,41.798583792289534,40,45.011106780982075,48.0,4,44.131749460043196,45.063919259882255,45.0592932721102,0,44.91439743052646,1,1.0,45.01494146642021
1718,2154,1,0,34.0,3,14.0,46.0,37.85701021355617,34.0,43.833486378940925,44.2608,49.012362637362635,48.25988023952096,57,45.011106780982075,33.86666666666667,10,45.33847850055127,44.678021787999306,45.0592932721102,0,44.91439743052646,0,16.0,45.01494146642021
1719,2155,0,0,42.0,0,10.0,42.0,45.84457933370977,42.0,45.42930118512464,44.2608,44.589652096342554,46.86538461538461,34,45.011106780982075,42.0,1,44.204010462074976,44.678021787999306,42.0,3,44.91439743052646,3,9.0,45.01494146642021
1720,2156,1,0,54.0,0,14.0,54.0,45.84457933370977,54.0,45.42930118512464,44.2608,47.32689987937274,45.56938227394807,23,45.011106780982075,43.4,1,44.204010462074976,44.678021787999306,45.0592932721102,0,44.91439743052646,2,11.0,45.01494146642021
1721,2157,0,0,46.0,0,7.0,46.0,45.84457933370977,43.55148658448151,43.833486378940925,44.2608,47.32689987937274,44.834633385335415,56,44.41663915483658,51.0,20,44.131749460043196,44.678021787999306,46.0,1,44.91439743052646,1,19.0,45.01494146642021
1722,2158,1,2,44.0,3,0.0,43.79056603773585,45.84457933370977,44.0,45.42930118512464,44.2608,43.20085836909871,44.834633385335415,39,45.011106780982075,44.06666666666667,6,44.204010462074976,44.678021787999306,45.0592932721102,0,43.903,3,1.0,45.01494146642021
1723,2159,0,0,51.0,0,11.0,51.0,45.84457933370977,51.0,45.42930118512464,45.402535657686215,43.20085836909871,41.798583792289534,30,45.011106780982075,41.857142857142854,6,45.352,45.063919259882255,51.0,1,44.91439743052646,1,1.0,45.01494146642021
1724,2160,0,1,58.0,1,15.0,43.79056603773585,45.84457933370977,58.0,45.42930118512464,44.2608,49.012362637362635,44.834633385335415,32,44.41663915483658,58.0,4,44.131749460043196,44.678021787999306,45.0592932721102,0,44.91439743052646,0,18.0,43.91731575793889
1725,2161,0,0,56.0,0,15.0,56.0,45.84457933370977,56.0,45.42930118512464,45.402535657686215,47.32689987937274,45.56938227394807,38,45.011106780982075,45.333333333333336,1,44.94965034965035,45.063919259882255,45.0592932721102,0,44.91439743052646,1,11.0,43.91731575793889
1726,2162,1,0,40.0,0,11.0,40.0,45.84457933370977,43.55148658448151,45.42930118512464,44.2608,43.20085836909871,44.37430880476393,16,44.41663915483658,47.333333333333336,7,44.204010462074976,44.678021787999306,45.0592932721102,0,43.903,1,1.0,45.01494146642021
1727,2163,0,0,54.0,0,15.0,54.0,45.84457933370977,54.0,45.42930118512464,45.402535657686215,47.32689987937274,48.25988023952096,27,45.011106780982075,48.0,6,45.352,45.063919259882255,45.0592932721102,0,43.903,0,15.0,45.01494146642021
1728,2164,1,0,38.0,0,10.0,38.0,45.84457933370977,43.55148658448151,43.833486378940925,45.402535657686215,43.20085836909871,41.798583792289534,42,44.41663915483658,37.95,1,44.131749460043196,44.678021787999306,38.0,1,44.91439743052646,0,8.0,45.01494146642021
1729,2167,1,0,33.0,2,11.0,33.0,37.85701021355617,33.0,43.833486378940925,45.402535657686215,42.19285120532003,44.37430880476393,39,44.41663915483658,33.86666666666667,10,44.131749460043196,45.063919259882255,45.0592932721102,0,44.91439743052646,1,6.0,43.91731575793889
1730,2169,0,0,52.0,0,12.0,52.0,45.84457933370977,43.55148658448151,45.42930118512464,44.2608,47.32689987937274,48.25988023952096,21,45.011106780982075,44.5,7,44.94965034965035,44.678021787999306,45.0592932721102,0,44.91439743052646,0,10.0,45.01494146642021
1731,2173,0,0,57.0,1,15.0,57.0,45.84457933370977,57.0,45.42930118512464,45.402535657686215,44.589652096342554,44.37430880476393,25,44.41663915483658,40.666666666666664,4,44.131749460043196,44.678021787999306,45.0592932721102,0,44.91439743052646,0,13.0,45.01494146642021
1732,2174,0,0,33.0,4,18.0,33.0,45.84457933370977,33.0,45.42930118512464,44.2608,44.589652096342554,44.37430880476393,28,44.41663915483658,36.2,1,44.204010462074976,44.678021787999306,33.0,3,44.91439743052646,5,5.0,45.01494146642021
1733,2175,0,0,60.0,2,16.0,60.0,37.85701021355617,43.55148658448151,43.833486378940925,45.402535657686215,44.589652096342554,44.37430880476393,14,44.41663915483658,60.0,6,44.94965034965035,45.063919259882255,45.0592932721102,0,44.91439743052646,1,1.0,45.01494146642021
1734,2177,0,0,47.0,0,14.0,47.0,45.84457933370977,47.0,45.42930118512464,44.2608,47.32689987937274,46.86538461538461,22,45.011106780982075,42.0,1,44.94965034965035,44.678021787999306,45.0592932721102,0,44.91439743052646,0,18.0,45.01494146642021
1735,2178,0,0,52.0,0,12.0,52.0,45.84457933370977,52.0,45.42930118512464,44.2608,44.589652096342554,46.86538461538461,15,45.011106780982075,37.857142857142854,1,44.94965034965035,44.678021787999306,45.0592932721102,0,44.91439743052646,4,10.0,45.01494146642021
1736,2179,0,0,36.0,0,11.0,43.79056603773585,45.84457933370977,43.55148658448151,43.833486378940925,45.402535657686215,43.20085836909871,44.37430880476393,48,44.41663915483658,44.333333333333336,3,45.352,45.063919259882255,45.0592932721102,0,44.91439743052646,3,6.0,45.01494146642021
1737,2180,0,0,46.0,0,7.0,46.0,45.84457933370977,43.55148658448151,43.833486378940925,45.402535657686215,43.20085836909871,46.86538461538461,36,45.011106780982075,45.142857142857146,11,44.94965034965035,44.678021787999306,45.0592932721102,0,44.91439743052646,0,7.0,45.01494146642021
1738,2181,0,0,43.0,0,11.0,43.0,45.84457933370977,43.0,43.833486378940925,44.2608,43.20085836909871,41.798583792289534,52,45.011106780982075,49.75,10,44.204010462074976,44.678021787999306,45.0592932721102,0,44.91439743052646,1,1.0,43.91731575793889
1739,2183,1,1,44.0,1,9.0,44.0,37.85701021355617,43.55148658448151,43.833486378940925,44.2608,42.19285120532003,41.798583792289534,19,45.011106780982075,44.0,6,44.204010462074976,44.678021787999306,45.0592932721102,0,44.91439743052646,0,7.0,45.01494146642021
1740,2184,0,0,60.0,0,9.0,60.0,45.84457933370977,43.55148658448151,43.833486378940925,44.2608,44.589652096342554,45.56938227394807,49,45.011106780982075,43.666666666666664,9,44.204010462074976,44.678021787999306,45.0592932721102,0,44.91439743052646,3,9.0,45.01494146642021
1741,2185,0,0,54.0,0,15.0,54.0,45.84457933370977,54.0,45.42930118512464,45.402535657686215,42.19285120532003,44.37430880476393,31,44.41663915483658,52.6875,7,44.131749460043196,44.678021787999306,45.0592932721102,0,44.91439743052646,0,4.0,43.91731575793889
1742,2186,1,0,39.0,2,7.0,39.0,37.85701021355617,43.55148658448151,43.833486378940925,44.2608,44.589652096342554,41.318820224719104,44,45.011106780982075,39.95,4,44.204010462074976,44.678021787999306,45.0592932721102,0,44.91439743052646,4,10.0,43.91731575793889
1743,2187,0,0,46.0,0,11.0,46.0,45.84457933370977,46.0,45.42930118512464,45.402535657686215,44.589652096342554,41.798583792289534,35,45.011106780982075,42.75,7,44.131749460043196,45.063919259882255,45.0592932721102,0,44.91439743052646,0,9.0,43.91731575793889
1744,2188,0,0,48.0,0,9.0,48.0,45.84457933370977,43.55148658448151,43.833486378940925,45.402535657686215,44.589652096342554,46.86538461538461,16,45.011106780982075,41.6,1,44.94965034965035,44.678021787999306,45.0592932721102,0,44.91439743052646,1,10.0,45.01494146642021
1745,2190,0,1,40.0,1,9.0,43.79056603773585,45.84457933370977,40.0,45.42930118512464,45.402535657686215,43.20085836909871,41.798583792289534,11,45.011106780982075,43.25,7,44.131749460043196,45.063919259882255,40.0,2,43.903,6,1.0,45.01494146642021
1746,2192,0,1,45.0,2,0.0,43.79056603773585,37.85701021355617,43.55148658448151,43.833486378940925,45.402535657686215,44.589652096342554,41.318820224719104,66,44.41663915483658,45.5,10,46.2707100591716,44.678021787999306,45.0592932721102,0,44.91439743052646,1,8.0,43.91731575793889
1747,2193,0,0,50.0,0,11.0,50.0,45.84457933370977,50.0,45.42930118512464,45.402535657686215,44.589652096342554,41.798583792289534,25,45.011106780982075,49.0,12,44.131749460043196,45.063919259882255,45.0592932721102,0,44.91439743052646,0,1.0,43.91731575793889
1748,2194,0,0,46.0,0,15.0,46.0,45.84457933370977,46.0,45.42930118512464,44.2608,49.012362637362635,50.51219512195122,42,45.011106780982075,46.0,4,44.94965034965035,44.678021787999306,45.0592932721102,0,44.91439743052646,0,16.0,45.01494146642021
1749,2195,0,0,29.0,2,12.0,29.0,45.84457933370977,43.55148658448151,45.42930118512464,45.402535657686215,44.589652096342554,45.56938227394807,50,44.41663915483658,36.5,1,44.131749460043196,44.678021787999306,29.0,1,44.91439743052646,5,4.0,45.01494146642021
1750,2196,0,0,46.0,0,5.0,46.0,45.84457933370977,46.0,45.42930118512464,45.402535657686215,47.32689987937274,44.37430880476393,21,44.41663915483658,46.0,6,45.352,44.678021787999306,46.0,1,43.903,5,14.0,45.01494146642021
1751,2198,0,0,42.0,2,11.0,42.0,37.85701021355617,42.0,43.833486378940925,45.402535657686215,44.589652096342554,44.37430880476393,44,44.41663915483658,42.25,4,44.94965034965035,45.063919259882255,45.0592932721102,0,44.91439743052646,0,13.0,43.91731575793889
1752,2199,0,0,46.0,0,8.0,46.0,45.84457933370977,46.0,45.42930118512464,45.402535657686215,43.20085836909871,44.37430880476393,35,45.011106780982075,42.25,6,44.94965034965035,44.678021787999306,45.0592932721102,0,44.91439743052646,0,1.0,45.01494146642021
1753,2200,0,0,34.0,3,12.0,34.0,45.84457933370977,34.0,45.42930118512464,45.402535657686215,42.19285120532003,41.798583792289534,32,45.011106780982075,45.01910828025478,1,44.94965034965035,45.063919259882255,45.0592932721102,0,44.91439743052646,1,6.0,45.01494146642021
1754,2201,0,0,58.0,0,14.0,58.0,45.84457933370977,43.55148658448151,43.833486378940925,45.402535657686215,43.20085836909871,41.798583792289534,29,44.41663915483658,48.5,7,46.2707100591716,45.063919259882255,45.0592932721102,0,44.91439743052646,0,8.0,43.91731575793889
1755,2205,0,0,38.0,3,5.0,38.0,45.84457933370977,38.0,45.42930118512464,44.2608,43.20085836909871,44.37430880476393,26,44.41663915483658,44.8,10,44.94965034965035,44.678021787999306,45.0592932721102,0,44.91439743052646,0,1.0,45.01494146642021
1756,2207,0,0,44.0,0,13.0,44.0,45.84457933370977,44.0,45.42930118512464,44.2608,43.20085836909871,41.798583792289534,18,44.41663915483658,49.0,6,44.131749460043196,44.678021787999306,45.0592932721102,0,44.91439743052646,1,1.0,43.91731575793889
1757,2208,0,0,49.0,0,12.0,49.0,45.84457933370977,49.0,45.42930118512464,45.402535657686215,44.589652096342554,45.56938227394807,19,45.011106780982075,45.0,1,44.94965034965035,45.063919259882255,45.0592932721102,0,44.91439743052646,1,8.0,43.91731575793889
1758,2209,1,1,42.0,1,11.0,42.0,37.85701021355617,43.55148658448151,43.833486378940925,44.2608,43.20085836909871,44.834633385335415,50,45.011106780982075,42.0,1,44.204010462074976,44.678021787999306,42.0,1,43.903,4,1.0,45.01494146642021
1759,2210,0,0,39.0,1,0.0,43.79056603773585,45.84457933370977,43.55148658448151,45.42930118512464,44.2608,42.19285120532003,41.318820224719104,32,45.011106780982075,38.4,7,44.204010462074976,44.678021787999306,45.0592932721102,0,43.903,1,1.0,43.91731575793889
1760,2211,0,0,46.0,0,14.0,46.0,45.84457933370977,43.55148658448151,43.833486378940925,44.2608,42.19285120532003,41.798583792289534,68,45.011106780982075,40.333333333333336,6,44.204010462074976,44.678021787999306,45.0592932721102,0,44.91439743052646,0,1.0,45.01494146642021
1761,2212,0,0,50.0,0,13.0,50.0,45.84457933370977,50.0,45.42930118512464,44.2608,43.20085836909871,41.798583792289534,31,44.41663915483658,53.666666666666664,4,44.131749460043196,44.678021787999306,45.0592932721102,0,44.91439743052646,2,10.0,43.91731575793889
1762,2213,0,0,32.0,1,0.0,43.79056603773585,45.84457933370977,43.55148658448151,45.42930118512464,44.2608,43.20085836909871,41.318820224719104,44,45.011106780982075,42.142857142857146,9,44.204010462074976,44.678021787999306,32.0,2,44.91439743052646,7,9.0,45.01494146642021
1763,2214,0,0,43.0,0,0.0,43.79056603773585,45.84457933370977,43.55148658448151,45.42930118512464,45.402535657686215,42.19285120532003,41.318820224719104,25,45.011106780982075,47.44444444444444,6,44.94965034965035,45.063919259882255,43.0,1,44.91439743052646,0,1.0,45.01494146642021
1764,2215,0,0,48.0,0,12.0,48.0,45.84457933370977,43.55148658448151,43.833486378940925,44.2608,44.589652096342554,46.86538461538461,26,45.011106780982075,48.0,4,44.204010462074976,44.678021787999306,45.0592932721102,0,44.91439743052646,0,5.0,45.01494146642021
1765,2216,1,0,54.0,0,13.0,54.0,45.84457933370977,54.0,45.42930118512464,45.402535657686215,42.19285120532003,41.798583792289534,63,45.011106780982075,46.6,1,44.131749460043196,45.063919259882255,54.0,2,43.903,5,1.0,45.01494146642021
1766,2217,0,0,49.0,0,7.0,49.0,45.84457933370977,49.0,45.42930118512464,44.2608,49.012362637362635,48.25988023952096,30,45.011106780982075,39.8,13,44.204010462074976,44.678021787999306,45.0592932721102,0,44.91439743052646,4,10.0,45.01494146642021
1767,2220,0,0,46.0,0,0.0,43.79056603773585,45.84457933370977,43.55148658448151,45.42930118512464,45.402535657686215,43.20085836909871,41.318820224719104,15,44.41663915483658,46.0,4,46.2707100591716,45.063919259882255,45.0592932721102,0,44.91439743052646,2,8.0,43.91731575793889
1768,2222,1,0,41.0,0,11.0,41.0,45.84457933370977,43.55148658448151,43.833486378940925,44.2608,44.589652096342554,41.318820224719104,34,44.41663915483658,47.5,6,44.204010462074976,44.678021787999306,41.0,1,43.903,0,9.0,45.01494146642021
1769,2223,0,0,50.0,0,14.0,50.0,45.84457933370977,50.0,45.42930118512464,45.402535657686215,42.19285120532003,41.798583792289534,22,45.011106780982075,57.333333333333336,14,45.352,44.678021787999306,45.0592932721102,0,43.903,0,5.0,45.01494146642021
1770,2224,1,0,43.0,0,12.0,43.0,45.84457933370977,43.55148658448151,43.833486378940925,44.2608,47.32689987937274,46.86538461538461,33,45.011106780982075,39.0,6,45.33847850055127,44.678021787999306,45.0592932721102,0,44.91439743052646,0,14.0,45.01494146642021
1771,2225,0,0,44.0,0,12.0,44.0,45.84457933370977,44.0,45.42930118512464,44.2608,42.19285120532003,44.37430880476393,38,44.41663915483658,44.666666666666664,1,44.131749460043196,44.678021787999306,45.0592932721102,0,44.91439743052646,1,6.0,43.91731575793889
1772,2227,0,0,51.0,0,12.0,51.0,45.84457933370977,51.0,45.42930118512464,45.402535657686215,47.32689987937274,44.37430880476393,18,44.41663915483658,48.25,1,46.2707100591716,44.678021787999306,51.0,4,44.91439743052646,4,15.0,45.01494146642021
1773,2229,1,0,57.0,0,12.0,57.0,45.84457933370977,43.55148658448151,43.833486378940925,44.2608,44.589652096342554,45.56938227394807,31,45.011106780982075,44.5,6,44.204010462074976,44.678021787999306,55.5,1,44.91439743052646,4,12.0,45.01494146642021
1774,2230,0,0,49.0,0,10.0,49.0,45.84457933370977,49.0,43.833486378940925,45.402535657686215,47.32689987937274,44.37430880476393,32,44.41663915483658,42.5,1,46.2707100591716,44.678021787999306,45.0592932721102,0,44.91439743052646,0,8.0,45.01494146642021
1775,2231,0,0,42.0,0,12.0,42.0,45.84457933370977,42.0,45.42930118512464,45.402535657686215,43.20085836909871,41.798583792289534,53,45.011106780982075,42.0,1,44.131749460043196,45.063919259882255,45.0592932721102,0,44.91439743052646,2,8.0,43.91731575793889
1776,2233,0,0,50.0,0,6.0,50.0,45.84457933370977,50.0,45.42930118512464,44.2608,43.20085836909871,45.56938227394807,32,45.011106780982075,45.75,10,44.204010462074976,44.678021787999306,45.0592932721102,0,44.91439743052646,3,8.0,45.01494146642021
1777,2234,1,0,39.0,1,13.0,39.0,45.84457933370977,39.0,45.42930118512464,44.2608,44.589652096342554,44.37430880476393,44,44.41663915483658,43.8,6,44.204010462074976,44.678021787999306,45.0592932721102,0,44.91439743052646,0,10.0,45.01494146642021
1778,2235,0,0,53.0,0,7.0,53.0,45.84457933370977,43.55148658448151,43.833486378940925,45.402535657686215,47.32689987937274,48.25988023952096,10,45.011106780982075,49.5,1,44.94965034965035,44.678021787999306,45.0592932721102,0,44.91439743052646,0,13.0,45.01494146642021
1779,2237,1,0,42.0,0,12.0,51.333333333333336,45.84457933370977,42.0,45.42930118512464,44.2608,42.19285120532003,41.798583792289534,9,45.011106780982075,43.333333333333336,10,45.33847850055127,44.678021787999306,47.0,3,44.91439743052646,2,5.0,45.01494146642021
1780,2238,0,0,47.0,0,6.0,47.0,45.84457933370977,47.0,43.833486378940925,45.402535657686215,44.589652096342554,46.86538461538461,51,45.011106780982075,42.5,6,44.94965034965035,44.678021787999306,47.0,1,44.91439743052646,3,10.0,45.01494146642021
1781,2239,0,0,63.0,0,13.0,63.0,45.84457933370977,63.0,45.42930118512464,44.2608,47.32689987937274,46.86538461538461,12,45.011106780982075,44.285714285714285,8,45.33847850055127,44.678021787999306,63.0,2,44.91439743052646,0,12.0,45.01494146642021
1782,2240,0,1,45.0,1,10.0,45.0,37.85701021355617,43.55148658448151,43.833486378940925,45.402535657686215,42.19285120532003,41.798583792289534,42,45.011106780982075,39.0,1,44.94965034965035,44.678021787999306,45.0592932721102,0,44.91439743052646,1,1.0,43.91731575793889
1783,2242,1,4,45.0,5,0.0,43.79056603773585,37.85701021355617,43.55148658448151,43.833486378940925,44.2608,42.19285120532003,41.318820224719104,38,45.011106780982075,38.0,6,45.33847850055127,44.678021787999306,40.5,2,44.91439743052646,3,8.0,43.91731575793889
1784,2243,0,0,48.0,0,10.0,48.0,45.84457933370977,43.55148658448151,43.833486378940925,45.402535657686215,47.32689987937274,44.37430880476393,52,44.41663915483658,42.5,3,46.2707100591716,45.063919259882255,48.0,2,44.91439743052646,3,16.0,45.01494146642021
1785,2244,0,0,46.0,0,9.0,46.0,45.84457933370977,46.0,45.42930118512464,45.402535657686215,47.32689987937274,48.25988023952096,16,45.011106780982075,46.666666666666664,4,45.352,44.678021787999306,45.0592932721102,0,44.91439743052646,1,27.0,45.01494146642021
1786,2246,1,0,41.0,0,13.0,41.0,45.84457933370977,41.0,45.42930118512464,44.2608,43.20085836909871,41.798583792289534,48,45.011106780982075,43.0,14,45.33847850055127,44.678021787999306,45.0592932721102,0,44.91439743052646,0,5.0,45.01494146642021
1787,2247,0,0,46.0,0,12.0,46.0,45.84457933370977,46.0,45.42930118512464,44.2608,43.20085836909871,44.37430880476393,54,44.41663915483658,46.0,12,45.33847850055127,44.678021787999306,49.0,3,44.91439743052646,0,1.0,45.01494146642021
1788,2248,0,0,49.0,0,8.0,50.0,45.84457933370977,49.0,45.42930118512464,44.2608,43.20085836909871,46.86538461538461,35,45.011106780982075,49.0,7,44.94965034965035,44.678021787999306,45.0592932721102,0,44.91439743052646,0,10.0,45.01494146642021
1789,2249,0,0,51.0,0,14.0,51.0,45.84457933370977,51.0,45.42930118512464,45.402535657686215,47.32689987937274,48.25988023952096,23,45.011106780982075,45.01910828025478,10,44.94965034965035,45.063919259882255,45.0592932721102,0,44.91439743052646,0,16.0,45.01494146642021
1790,2250,0,0,47.0,0,10.0,47.0,45.84457933370977,47.0,43.833486378940925,44.2608,49.012362637362635,50.51219512195122,23,45.011106780982075,47.0,1,44.204010462074976,44.678021787999306,45.0592932721102,0,44.91439743052646,1,21.0,45.01494146642021
1791,2252,0,0,35.0,2,9.0,35.0,45.84457933370977,35.0,45.42930118512464,44.2608,49.012362637362635,46.86538461538461,30,45.011106780982075,43.333333333333336,6,44.131749460043196,44.678021787999306,45.0592932721102,0,44.91439743052646,0,17.0,45.01494146642021
1792,2253,0,0,34.0,4,14.0,34.0,37.85701021355617,43.55148658448151,43.833486378940925,44.2608,43.20085836909871,46.86538461538461,40,45.011106780982075,49.0,1,44.204010462074976,44.678021787999306,45.0592932721102,0,44.91439743052646,0,1.0,45.01494146642021
1793,2254,0,0,45.0,0,11.0,45.0,45.84457933370977,45.0,43.833486378940925,45.402535657686215,43.20085836909871,44.37430880476393,56,44.41663915483658,53.0,1,45.352,44.678021787999306,45.0592932721102,0,44.91439743052646,0,8.0,43.91731575793889
1794,2257,1,1,60.0,2,15.0,60.0,45.84457933370977,60.0,45.42930118512464,44.2608,49.012362637362635,50.51219512195122,46,45.011106780982075,49.0,6,45.33847850055127,44.678021787999306,45.0592932721102,0,44.91439743052646,3,13.0,45.01494146642021
1795,2258,0,0,48.0,0,14.0,48.0,45.84457933370977,48.0,45.42930118512464,44.2608,47.32689987937274,48.25988023952096,38,45.011106780982075,48.0,7,44.204010462074976,44.678021787999306,45.0592932721102,0,43.903,0,19.0,45.01494146642021
1796,2260,1,0,35.0,3,12.0,35.0,37.85701021355617,43.55148658448151,43.833486378940925,44.2608,43.20085836909871,44.37430880476393,37,44.41663915483658,49.733333333333334,11,44.94965034965035,44.678021787999306,45.0592932721102,0,44.91439743052646,2,8.0,45.01494146642021
1797,2261,0,0,52.0,0,9.0,52.0,45.84457933370977,52.0,43.833486378940925,44.2608,49.012362637362635,46.86538461538461,10,45.011106780982075,47.0,10,44.131749460043196,44.678021787999306,45.0592932721102,0,44.91439743052646,0,10.0,45.01494146642021
1798,2262,0,0,45.0,1,12.0,45.0,45.84457933370977,45.0,45.42930118512464,44.2608,43.20085836909871,41.798583792289534,98,45.011106780982075,49.333333333333336,1,44.94965034965035,45.063919259882255,45.0592932721102,0,44.91439743052646,0,9.0,43.91731575793889
1799,2265,0,0,33.0,1,14.0,33.0,37.85701021355617,33.0,43.833486378940925,44.2608,44.589652096342554,45.56938227394807,23,45.011106780982075,34.8,4,44.94965034965035,44.678021787999306,33.0,1,44.91439743052646,4,8.0,45.01494146642021
1800,2266,0,0,49.0,0,13.0,49.0,45.84457933370977,49.0,45.42930118512464,45.402535657686215,42.19285120532003,41.798583792289534,20,44.41663915483658,49.0,4,46.2707100591716,44.678021787999306,45.0592932721102,0,44.91439743052646,0,6.0,43.91731575793889
1801,2268,0,0,56.0,0,9.0,56.0,45.84457933370977,56.0,45.42930118512464,44.2608,44.589652096342554,45.56938227394807,53,45.011106780982075,56.0,1,45.352,44.678021787999306,56.0,2,44.91439743052646,0,5.0,45.01494146642021
1802,2269,0,0,50.0,0,9.0,50.0,45.84457933370977,43.55148658448151,45.42930118512464,44.2608,47.32689987937274,48.25988023952096,25,45.011106780982075,50.0,15,44.94965034965035,44.678021787999306,45.0592932721102,0,44.91439743052646,0,16.0,45.01494146642021
1803,2270,0,0,53.0,0,12.0,53.0,45.84457933370977,53.0,45.42930118512464,45.402535657686215,49.012362637362635,44.37430880476393,32,44.41663915483658,56.0,4,46.2707100591716,44.678021787999306,45.0592932721102,0,44.91439743052646,0,9.0,45.01494146642021
1804,2271,0,0,34.0,1,10.0,34.0,37.85701021355617,43.55148658448151,43.833486378940925,44.2608,42.19285120532003,41.798583792289534,36,45.011106780982075,42.5,1,44.204010462074976,44.678021787999306,45.0592932721102,0,44.91439743052646,1,1.0,43.91731575793889
1805,2272,0,0,41.0,2,0.0,43.79056603773585,37.85701021355617,43.55148658448151,43.833486378940925,44.2608,42.19285120532003,41.318820224719104,50,45.011106780982075,46.84848484848485,13,45.33847850055127,44.678021787999306,45.0592932721102,0,44.91439743052646,0,5.0,43.91731575793889
1806,2274,0,0,52.0,0,14.0,52.0,45.84457933370977,52.0,45.42930118512464,45.402535657686215,49.012362637362635,44.37430880476393,28,44.41663915483658,45.333333333333336,7,46.2707100591716,45.063919259882255,52.0,3,44.91439743052646,0,15.0,45.01494146642021
